entry_time,exit_time,side,entry_ndx,exit_ndx,exit_reason,pnl_pts
2026-05-13 11:15:52.262850-04:00,2026-05-13 11:27:22.260093-04:00,LONG,29234.56,29177.17,SL,-57.39
2026-05-13 12:04:31.265578-04:00,2026-05-13 12:57:53.289901-04:00,LONG,29251.78,29350.32,MANUAL,98.55
