entry_time,exit_time,side,entry_ndx,exit_ndx,exit_reason,pnl_pts
2026-05-05 11:14:55.837855-04:00,2026-05-05 12:28:08.844847-04:00,LONG,28014.96,27970.61,SL,-44.35
