entry_time,exit_time,side,entry_ndx,exit_ndx,exit_reason,pnl_pts
2026-04-30 11:55:23.179394-04:00,2026-04-30 12:57:01.285950-04:00,LONG,27279.86,27223.48,SL,-56.38
