entry_time,exit_time,side,entry_ndx,exit_ndx,exit_reason,pnl_pts
2026-05-15 12:45:01.920966-04:00,2026-05-15 12:53:04.919602-04:00,LONG,29249.33,29212.18,SL,-37.15
