entry_time,exit_time,side,entry_ndx,exit_ndx,exit_reason,pnl_pts
2026-05-04 12:38:02.304648-04:00,2026-05-04 13:06:29.368450-04:00,SHORT,27578.14,27629.10,SL,-50.96
