entry_time,exit_time,side,entry_ndx,exit_ndx,exit_reason,pnl_pts
2026-05-19 12:02:13.551073-04:00,2026-05-19 12:13:01.479023-04:00,LONG,28764.67,28719.35,SL,-45.32
